,BC_Run_State,EquipCode,Equip_Work_Time_Total,bc1174,bc120,bc124,bc125,bc1304,bc_total_consumption,time
206,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:34+08:00
207,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:35+08:00
208,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:36+08:00
209,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:37+08:00
210,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:38+08:00
211,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:39+08:00
212,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:40+08:00
213,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:41+08:00
214,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:42+08:00
215,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:43+08:00
216,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:44+08:00
217,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:46+08:00
218,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:47+08:00
219,0.0,19BC52303373,0.03,54.0,0.0,0.0,0.0,0.0,,2019-08-12T18:23:48+08:00
220,0.0,19BC52303373,0.03,54.0,13.0,0.0,0.0,0.0,,2019-08-12T18:23:49+08:00
221,0.0,19BC52303373,0.03,54.0,59.0,0.0,0.0,0.0,,2019-08-12T18:23:50+08:00
222,0.0,19BC52303373,0.03,54.0,143.0,0.0,0.0,0.0,,2019-08-12T18:23:52+08:00
223,0.0,19BC52303373,0.03,54.0,215.0,0.0,0.0,0.0,,2019-08-12T18:23:53+08:00
224,0.0,19BC52303373,0.03,54.0,256.0,0.0,0.0,0.0,,2019-08-12T18:23:54+08:00
225,0.0,19BC52303373,0.03,54.0,295.0,0.0,0.0,0.0,,2019-08-12T18:23:55+08:00
226,0.0,19BC52303373,0.03,54.0,312.0,0.0,0.0,0.0,,2019-08-12T18:23:56+08:00
227,0.0,19BC52303373,0.03,54.0,78.0,0.0,0.0,0.0,,2019-08-12T18:25:00+08:00
228,0.0,19BC52303373,0.03,54.0,83.0,0.0,0.0,0.0,,2019-08-12T18:25:01+08:00
229,0.0,19BC52303373,0.03,54.0,92.0,0.0,0.0,0.0,,2019-08-12T18:25:03+08:00
230,0.0,19BC52303373,0.03,54.0,156.0,0.0,0.0,0.0,,2019-08-12T18:25:06+08:00
231,0.0,19BC52303373,0.03,54.0,182.0,0.0,0.0,0.0,,2019-08-12T18:25:07+08:00
232,0.0,19BC52303373,0.03,54.0,219.0,0.0,0.0,0.0,9.0,2019-08-12T18:25:08+08:00
233,0.0,19BC52303373,0.03,54.0,208.0,0.0,0.0,0.0,,2019-08-12T18:25:09+08:00
234,0.0,19BC52303373,0.03,54.0,208.0,0.0,0.0,0.0,,2019-08-12T18:25:10+08:00
235,0.0,19BC52303373,0.03,54.0,194.0,0.0,0.0,0.0,,2019-08-12T18:25:11+08:00
236,0.0,19BC52303373,0.03,54.0,182.0,0.0,0.0,0.0,,2019-08-12T18:25:12+08:00
237,0.0,19BC52303373,0.03,54.0,182.0,0.0,0.0,0.0,,2019-08-12T18:25:13+08:00
238,0.0,19BC52303373,0.03,54.0,182.0,0.0,0.0,0.0,,2019-08-12T18:25:15+08:00
239,0.0,19BC52303373,0.03,54.0,169.0,0.0,0.0,0.0,,2019-08-12T18:25:16+08:00
240,0.0,19BC52303373,0.03,54.0,169.0,0.0,0.0,0.0,,2019-08-12T18:25:18+08:00
241,0.0,19BC52303373,0.03,54.0,182.0,0.0,0.0,0.0,,2019-08-12T18:25:19+08:00
242,0.0,19BC52303373,0.03,54.0,195.0,0.0,0.0,0.0,,2019-08-12T18:25:20+08:00
243,0.0,19BC52303373,0.03,54.0,233.0,0.0,0.0,0.0,,2019-08-12T18:25:21+08:00
244,0.0,19BC52303373,0.03,54.0,245.0,0.0,0.0,0.0,,2019-08-12T18:25:22+08:00
245,0.0,19BC52303373,0.03,54.0,254.0,0.0,0.0,0.0,,2019-08-12T18:25:23+08:00
246,0.0,19BC52303373,0.03,54.0,282.0,0.0,0.0,0.0,,2019-08-12T18:25:24+08:00
