调试在线-数据导出,,,,,,,,,,,
time,GPS纬度,GPS经度,GPS定位时间,液压油温,泵送排量,累计油耗,转向次数,发动机转速,系统压力,累计时间,泵车状态
2019-07-23 08:17:03.79,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:04.41,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:05.29,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:06.43,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:07.60,28.24,113.09,,,0,,0,0,,0.02,0
2019-07-23 08:17:08.59,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:09.04,28.24,113.09,,,,,,,,,
2019-07-23 08:17:10.43,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:11.65,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:13.54,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:14.19,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:14.75,28.24,113.09,,,,,,,,,
2019-07-23 08:17:15.63,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:16.63,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:17.83,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:18.57,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:19.59,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:20.87,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:21.63,28.24,113.09,,,,,,,,,
2019-07-23 08:17:22.95,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:23.33,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:24.54,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:25.81,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:26.45,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:27.33,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:28.53,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:29.41,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:30.43,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:31.45,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:32.53,28.24,113.09,,,0,,0,0,,0.02,0
2019-07-23 08:17:33.86,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:34.59,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:35.63,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:36.75,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:37.77,28.24,113.09,,37,0,,0,,0,0.02,0
2019-07-23 08:17:38.71,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:39.71,28.24,113.09,,37,0,,0,0,0,0.02,0
2019-07-23 08:17:40.90,28.24,113.09,,37,0,,0,0,0,0.02,0
