调试在线-数据导出,,,,,,,,,,,
time,GPS纬度,GPS经度,GPS定位时间,液压油温,泵送排量,累计油耗,转向次数,发动机转速,系统压力,累计时间,泵车状态
2019-07-28 01:32:26.02,28.24,113.09,,50,0,,0,544,0,0,0
2019-07-28 01:32:26.96,28.24,113.09,,50,0,,0,561,0,0,0
2019-07-28 01:32:28.00,28.24,113.09,,50,0,,0,,0,0,0
2019-07-28 01:32:28.94,28.24,113.09,,50,0,,0,559,0,0,0
2019-07-28 01:32:29.98,28.24,113.09,,50,0,,0,570,0,0,0
2019-07-28 01:32:30.98,28.24,113.09,,50,0,,0,555,0,0,0
2019-07-28 01:32:32.00,28.24,113.09,,50,0,,0,559,0,0,0
2019-07-28 01:32:33.02,28.24,113.09,,50,0,,0,561,0,0,0
2019-07-28 01:32:34.10,28.24,113.09,,50,0,,0,560,0,0,0
2019-07-28 01:32:35.08,28.24,113.09,,50,0,,0,,0,0,0
2019-07-28 01:32:36.06,28.24,113.09,,50,0,,0,560,0,0,0
2019-07-28 01:32:37.12,28.24,113.09,,50,0,,0,559,0,0,0
2019-07-28 01:32:38.11,28.24,113.09,,50,,,,553,0,,
2019-07-28 01:32:39.12,28.24,113.09,,50,0,,0,548,0,0,0
2019-07-28 01:32:40.15,28.24,113.09,,50,0,,0,556,0,0,0
2019-07-28 01:32:41.16,28.24,113.09,,50,0,,0,557,0,0,0
2019-07-28 01:32:42.18,28.24,113.09,,50,0,,0,559,0,0,0
2019-07-28 01:32:43.22,28.24,113.09,,50,0,,0,559,0,0,0
2019-07-28 01:32:44.24,28.24,113.09,,50,0,,0,560,0,0,0
2019-07-28 01:32:45.32,28.24,113.09,,50,0,,0,561,0,0,0
2019-07-28 01:32:46.28,28.24,113.09,,50,0,,0,559,0,0,0
2019-07-28 01:32:47.32,28.24,113.09,,50,0,,0,560,0,0,0
2019-07-28 01:32:48.30,28.24,113.09,,50,0,,0,559,0,0,0
2019-07-28 01:32:49.30,28.24,113.09,,50,0,,0,560,0,0,0
2019-07-28 01:32:50.34,28.24,113.09,,50,0,,0,560,0,0,0
2019-07-28 01:32:51.34,28.24,113.09,,50,0,,0,559,0,0,0
2019-07-28 01:32:52.34,28.24,113.09,,50,0,,0,559,0,0,0
2019-07-28 01:32:53.38,28.24,113.09,,50,0,,0,562,0,0,0
2019-07-28 01:32:54.38,28.24,113.09,,50,0,,0,560,0,0,0
2019-07-28 01:32:55.40,28.24,113.09,,50,0,,0,560,0,0,0
2019-07-28 01:32:56.44,28.24,113.09,,50,0,,0,561,0,0,0
2019-07-28 01:32:57.48,28.24,113.09,,50,0,,0,560,0,0,0
2019-07-28 01:32:58.46,28.24,113.09,,50,0,,0,185,0,0,0
2019-07-28 01:32:59.52,28.24,113.09,,50,,3,,3,0,,
2019-07-28 01:33:00.54,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:01.50,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:02.54,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:03.55,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:04.56,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:05.59,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:06.64,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:07.62,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:08.66,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:09.66,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:10.70,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:11.70,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:12.80,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:13.78,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:14.76,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:15.76,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:16.80,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:17.95,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:18.86,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:19.86,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:20.02,28.24,113.09,,,,,,,,,
2019-07-28 01:33:20.94,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:21.86,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:22.90,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:23.98,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:24.94,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:26.00,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:27.04,28.24,113.09,,50,,,,0,0,,
2019-07-28 01:33:28.04,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:29.10,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:30.06,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:33:31.10,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:22.35,28.24,113.09,,,,,,,,,
2019-07-28 01:34:23.13,28.24,113.09,,,,,,,,,
2019-07-28 01:34:26.63,28.24,113.09,,50,0,3,0,0,0,0,0
2019-07-28 01:34:26.69,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:27.03,28.24,113.09,,,,,,,,,
2019-07-28 01:34:28.05,28.24,113.09,,,0,,0,0,,0,0
2019-07-28 01:34:29.07,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:30.07,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:31.13,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:32.09,28.24,113.09,,,,,,,,,
2019-07-28 01:34:33.63,28.24,113.09,,,,,,,,,
2019-07-28 01:34:34.13,28.24,113.09,,,,,,,,,
2019-07-28 01:34:35.16,28.24,113.09,,,,,,,,,
2019-07-28 01:34:37.21,28.24,113.09,,,,,,,,,
2019-07-28 01:34:37.33,28.24,113.09,,,,,,,,,
2019-07-28 01:34:38.31,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:39.25,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:40.31,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:41.35,28.24,113.09,,,0,,0,0,,0,0
2019-07-28 01:34:42.40,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:43.39,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:44.38,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:45.55,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:46.39,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:47.47,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:48.69,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:49.41,28.24,113.09,,,,,,,,,
2019-07-28 01:34:50.45,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:51.55,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:52.55,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:53.47,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:54.63,28.24,113.09,,,0,,0,0,,0,0
2019-07-28 01:34:55.57,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:56.63,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:57.63,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:58.71,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:34:59.69,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:00.71,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:01.69,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:02.77,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:03.81,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:04.75,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:05.79,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:06.75,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:07.85,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:08.81,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:09.84,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:10.92,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:12.06,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:12.87,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:13.90,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:14.95,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:15.99,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:16.90,28.24,113.09,,50,,,,,0,,
2019-07-28 01:35:18.00,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:18.92,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:20.16,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:21.04,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:22.00,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:23.06,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:24.16,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:25.16,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:26.33,28.24,113.09,,50,0,3,0,0,0,0,0
2019-07-28 01:35:27.10,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:28.22,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:29.24,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:30.32,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:31.22,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:32.28,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:33.20,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:34.24,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:35.34,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:36.26,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:37.34,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:38.30,28.24,113.09,,50,,,,0,0,,
2019-07-28 01:35:39.36,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:40.34,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:41.40,28.24,113.09,,,0,,0,0,,0,0
2019-07-28 01:35:42.40,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:43.47,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:44.50,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:45.62,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:46.56,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:46.64,28.24,113.09,,,,,,,,,
2019-07-28 01:35:47.60,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:48.50,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:49.60,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:50.56,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:51.63,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:52.62,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:53.68,28.24,113.09,,50,,,,0,0,,
2019-07-28 01:35:54.62,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:55.70,28.24,113.09,,50,,,,,0,,
2019-07-28 01:35:56.68,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:57.72,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:58.66,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:35:59.84,28.24,113.09,,,0,,0,0,,0,0
2019-07-28 01:36:00.80,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:01.77,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:02.73,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:03.78,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:04.82,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:05.90,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:06.88,28.24,113.09,,,0,,0,0,,0,0
2019-07-28 01:36:07.92,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:08.90,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:10.06,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:11.02,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:11.90,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:12.96,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:14.07,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:15.18,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:16.30,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:17.12,28.24,113.09,,,0,,0,0,,0,0
2019-07-28 01:36:18.10,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:19.30,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:20.06,28.24,113.09,,,,,,,,,
2019-07-28 01:36:21.12,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:22.12,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:23.28,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:24.15,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:25.24,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:26.30,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:27.26,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:28.32,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:29.34,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:30.30,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:31.32,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:32.31,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:33.40,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:34.54,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:35.38,28.24,113.09,,,,,,,,,
2019-07-28 01:36:36.46,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:37.40,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:38.52,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:39.54,28.24,113.09,,,0,,0,0,,0,0
2019-07-28 01:36:40.58,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:41.56,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:42.52,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:43.54,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:44.52,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:45.66,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:46.83,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:47.67,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:48.60,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:49.76,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:50.72,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:51.74,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:52.82,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:53.82,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:54.96,28.24,113.09,,,0,,0,0,,0,0
2019-07-28 01:36:56.00,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:56.88,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:57.82,28.24,113.09,,50,0,,0,,0,0,0
2019-07-28 01:36:58.98,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:36:59.88,28.24,113.09,,50,,,,,0,,
2019-07-28 01:37:00.96,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:01.90,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:03.00,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:04.00,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:04.98,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:06.08,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:07.18,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:08.06,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:09.10,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:10.20,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:11.30,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:12.16,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:13.16,28.24,113.09,,,0,,0,0,,0,0
2019-07-28 01:37:14.22,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:15.20,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:16.26,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:17.30,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:18.24,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:19.22,28.24,113.09,,50,,,,0,0,,
2019-07-28 01:37:20.31,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:21.32,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:22.36,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:23.46,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:24.28,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:25.32,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:26.36,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:29.08,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:29.16,28.24,113.09,,,,,,,,,
2019-07-28 01:37:29.36,28.24,113.09,,,,,,,,,
2019-07-28 01:37:30.52,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:31.58,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:32.50,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:33.54,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:34.65,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:35.52,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:36.69,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:37.62,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 01:37:38.68,28.24,113.09,,50,0,,0,0,0,0,0
2019-07-28 02:10:40.56,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:40.80,28.24,113.09,,,,,,,,,
2019-07-28 02:10:41.24,,,,,,3,,,,,
2019-07-28 02:10:41.38,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:42.38,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:43.40,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:44.34,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:45.46,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:46.48,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:47.36,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:48.36,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:49.50,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:50.46,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:51.48,28.24,113.09,,49,0,,0,0,0,0,0
2019-07-28 02:10:52.48,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:10:53.44,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:10:54.86,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:10:55.66,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:10:56.95,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:10:57.78,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:10:58.73,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:04.12,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:04.18,28.24,113.09,,,,,,,,,
2019-07-28 02:11:04.24,28.24,113.09,,,,,,,,,
2019-07-28 02:11:04.30,28.24,113.09,,,,,,,,,
2019-07-28 02:11:04.32,28.24,113.09,,,,,,,,,
2019-07-28 02:11:04.66,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:05.84,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:06.84,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:08.00,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:08.78,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:09.82,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:10.81,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:11.76,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:13.58,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:14.00,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:14.86,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:16.00,28.24,113.09,,48,0,,0,0,0,0,0
2019-07-28 02:11:16.88,28.24,113.09,,48,0,,0,547,0,0,0
2019-07-28 02:11:17.96,28.24,113.09,,48,0,,0,579,0,0,0
2019-07-28 02:11:20.94,28.24,113.09,,48,0,,0,564,0,0,0
2019-07-28 02:11:22.12,28.24,113.09,,48,0,,0,565,0,0,0
2019-07-28 02:11:23.04,28.24,113.09,,48,0,,0,564,0,0,0
2019-07-28 02:11:27.10,28.24,113.09,,48,0,,0,556,0,0,0
2019-07-28 02:11:28.20,28.24,113.09,,48,0,,0,557,0,0,0
2019-07-28 02:11:29.08,28.24,113.09,,48,0,,0,562,0,0,0
2019-07-28 02:11:30.16,28.24,113.09,,48,0,,0,555,0,0,0
2019-07-28 02:11:33.20,28.24,113.09,,48,0,,0,558,0,0,0
2019-07-28 02:11:34.34,28.24,113.09,,48,0,,0,555,0,0,0
2019-07-28 02:11:35.34,28.24,113.09,,48,0,,0,562,0,0,0
2019-07-28 02:11:38.32,28.24,113.09,,48,0,,0,558,0,0,0
2019-07-28 02:11:39.30,28.24,113.09,,48,0,,0,553,0,0,0
2019-07-28 02:11:40.48,28.24,113.09,,48,0,,0,558,0,0,0
2019-07-28 02:11:41.48,28.24,113.09,,48,0,3,0,559,0,0,0
2019-07-28 02:11:42.42,28.24,113.09,,48,0,,0,560,0,0,0
2019-07-28 02:11:45.52,28.24,113.09,,48,0,,0,527,0,0,0
2019-07-28 02:11:46.42,28.24,113.09,,48,0,,0,552,0,0,0
2019-07-28 02:11:47.50,28.24,113.09,,48,0,,0,559,0,0,0
2019-07-28 02:11:50.54,28.24,113.09,,48,0,,0,557,0,0,0
2019-07-28 02:11:51.54,28.24,113.09,,,0,,0,558,,0,0
2019-07-28 02:11:52.52,28.24,113.09,,48,0,,0,556,0,0,0
2019-07-28 02:11:53.54,28.24,113.09,,48,0,,0,559,0,0,0
2019-07-28 02:12:21.02,28.24,113.09,,47,0,,0,560,0,0,0
2019-07-28 02:12:22.19,28.24,113.09,,48,0,,0,559,0,0,0
2019-07-28 02:12:23.12,28.24,113.09,,48,0,,0,560,0,0,0
2019-07-28 02:12:24.08,28.24,113.09,,48,0,,0,560,0,0,0
2019-07-28 02:12:27.18,28.24,113.09,,48,0,,0,564,0,0,0
2019-07-28 02:12:28.16,28.24,113.09,,48,0,,0,561,0,0,0
2019-07-28 02:12:29.16,28.24,113.09,,48,0,,0,560,0,0,0
2019-07-28 02:12:30.28,28.24,113.09,,48,0,,0,560,0,0,0
2019-07-28 02:12:33.28,28.24,113.09,,48,0,,0,560,0,0,0
2019-07-28 02:12:34.32,28.24,113.09,,48,0,,0,152,0,0,0
